2021-08-18 03:56:15,598 INFO    MainThread:75 [wandb_setup.py:_flush():69] setting env: {}
2021-08-18 03:56:15,599 INFO    MainThread:75 [wandb_setup.py:_flush():69] setting login settings: {}
2021-08-18 03:56:15,599 INFO    MainThread:75 [wandb_setup.py:_flush():69] setting login settings: {}
2021-08-18 03:56:15,599 INFO    MainThread:75 [wandb_setup.py:_flush():69] setting login settings: {'api_key': '1752d2f0785658c328f0ed6d6c0bc7debd495d9c'}
2021-08-18 03:56:15,599 INFO    MainThread:75 [wandb_setup.py:_flush():69] setting login settings: {}
2021-08-18 03:56:15,600 INFO    MainThread:75 [wandb_setup.py:_flush():69] setting login settings: {}
2021-08-18 03:56:15,600 INFO    MainThread:75 [wandb_init.py:_log_setup():342] Logging user logs to /content/drive/MyDrive/OCR Project(SMU)/wandb/run-20210818_035615-lou7vxds/logs/debug.log
2021-08-18 03:56:15,601 INFO    MainThread:75 [wandb_init.py:_log_setup():343] Logging internal logs to /content/drive/MyDrive/OCR Project(SMU)/wandb/run-20210818_035615-lou7vxds/logs/debug-internal.log
2021-08-18 03:56:15,601 INFO    MainThread:75 [wandb_init.py:_jupyter_setup():294] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f0fae5d9b50>
2021-08-18 03:56:15,602 INFO    MainThread:75 [wandb_init.py:init():375] calling init triggers
2021-08-18 03:56:15,602 INFO    MainThread:75 [wandb_init.py:init():382] wandb.init called with sweep_config: {}
config: {}
2021-08-18 03:56:15,602 INFO    MainThread:75 [wandb_init.py:init():397] re-initializing run, found existing run on stack: 2g844oc4
2021-08-18 03:56:15,604 INFO    MainThread:75 [wandb_run.py:finish():1254] finishing run lesterye/my-test-project/2g844oc4
2021-08-18 03:56:15,609 INFO    MainThread:75 [wandb_init.py:init():424] starting backend
2021-08-18 03:56:15,612 INFO    MainThread:75 [backend.py:_multiprocessing_setup():72] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2021-08-18 03:56:15,618 INFO    MainThread:75 [backend.py:ensure_launched():135] starting backend process...
2021-08-18 03:56:15,625 INFO    MainThread:75 [backend.py:ensure_launched():140] started backend process with pid: 1845
2021-08-18 03:56:15,631 INFO    MainThread:75 [wandb_init.py:init():429] backend started and connected
2021-08-18 03:56:15,663 INFO    MainThread:75 [wandb_run.py:_label_probe_notebook():798] probe notebook
2021-08-18 03:56:20,677 INFO    MainThread:75 [wandb_run.py:_label_probe_notebook():805] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2021-08-18 03:56:20,678 INFO    MainThread:75 [wandb_init.py:init():477] updated telemetry
2021-08-18 03:56:20,678 INFO    MainThread:75 [wandb_init.py:init():500] communicating current version
2021-08-18 03:56:20,743 INFO    MainThread:75 [wandb_init.py:init():505] got version response 
2021-08-18 03:56:20,744 INFO    MainThread:75 [wandb_init.py:init():513] communicating run to backend with 30 second timeout
2021-08-18 03:56:20,905 INFO    MainThread:75 [wandb_init.py:init():540] starting run threads in backend
2021-08-18 03:56:22,239 INFO    MainThread:75 [wandb_run.py:_console_start():1584] atexit reg
2021-08-18 03:56:22,244 INFO    MainThread:75 [wandb_run.py:_redirect():1458] redirect: SettingsConsole.WRAP
2021-08-18 03:56:22,244 INFO    MainThread:75 [wandb_run.py:_redirect():1495] Wrapping output streams.
2021-08-18 03:56:22,246 INFO    MainThread:75 [wandb_run.py:_redirect():1519] Redirects installed.
2021-08-18 03:56:22,246 INFO    MainThread:75 [wandb_init.py:init():565] run started, returning control to user process
2021-08-18 03:56:22,251 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 03:56:22,252 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 03:57:46,379 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 03:57:46,401 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 03:57:46,402 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 03:57:55,810 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 03:57:55,813 INFO    MainThread:75 [wandb_config.py:__setitem__():141] config set dropout = 0.2 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7f0fae5df650>>
2021-08-18 03:57:55,813 INFO    MainThread:75 [wandb_run.py:_config_callback():826] config_cb dropout 0.2 None
2021-08-18 03:57:55,814 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 03:57:55,814 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 04:01:13,806 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:27:32,527 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:27:32,534 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 05:28:05,136 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:28:05,157 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:28:05,160 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 05:32:26,559 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:32:26,578 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:32:26,579 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 05:32:37,066 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:32:37,083 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:32:37,085 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 05:36:51,433 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:36:51,453 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:36:51,456 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 05:37:01,839 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:37:01,859 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:37:01,859 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 05:39:07,939 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:40:08,267 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:40:08,268 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 05:40:45,647 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:40:45,966 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:40:45,971 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 05:43:11,970 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:43:18,942 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:45:10,000 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:45:10,142 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:45:10,143 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 05:46:06,998 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 05:46:07,017 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 05:46:07,017 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:21:47,984 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:21:48,116 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:21:48,117 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:25:45,252 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:25:45,272 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:25:45,273 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:25:53,712 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:25:54,111 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:25:54,115 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:25:57,465 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:25:59,511 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:25:59,512 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:42:26,238 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:42:26,258 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
2021-08-18 06:42:26,259 INFO    MainThread:75 [jupyter.py:save_ipynb():284] not saving jupyter notebook
2021-08-18 06:43:00,386 INFO    MainThread:75 [wandb_init.py:_resume_backend():265] resuming backend
2021-08-18 06:43:00,601 INFO    MainThread:75 [wandb_init.py:_pause_backend():256] pausing backend
